shoulder_angle,elbow_angle,measured_z_cm,measured_y_px
109,153,71.76,331
109,154,71.76,331
109,155,73.01,331
109,156,71.76,331
109,157,71.76,331
109,158,73.01,331
109,159,71.76,331
108,70,73.01,331
108,71,75.63,-294
108,123,67.11,-269
108,124,66.03,-271
108,125,63.95,-245
108,126,62.95,-230
108,127,62.95,-226
108,128,59.2,-199
108,129,58.31999999999999,-199
108,130,61.03,-122
108,131,59.2,-99
108,132,58.31999999999999,-98
108,133,59.2,-65
108,134,59.2,-63
108,135,59.2,18
108,136,60.099999999999994,97
108,137,59.2,86
108,138,59.2,86
108,139,59.2,199
108,140,59.2,199
108,141,59.2,200
108,142,59.2,241
108,143,59.2,241
108,144,59.2,241
108,145,64.97,282
108,146,64.97,282
108,147,68.23,322
107,131,62.95,-282
107,132,61.97,-281
107,133,61.03,-259
107,134,57.459999999999994,-225
107,135,56.629999999999995,-225
107,136,55.010000000000005,-193
107,137,55.81,-195
107,138,55.81,-174
107,139,55.81,-139
107,140,55.81,-55
107,141,55.81,-62
107,142,55.81,-63
107,143,55.81,43
107,144,55.81,37
107,145,55.81,92
107,146,55.81,93
107,147,55.010000000000005,168
107,148,55.81,165
107,149,55.010000000000005,200
107,150,54.230000000000004,201
107,151,54.230000000000004,200
107,152,55.010000000000005,201
107,153,54.230000000000004,201
107,154,54.230000000000004,201
107,155,55.010000000000005,201
107,156,54.230000000000004,201
107,157,54.230000000000004,201
107,158,55.010000000000005,201
107,159,54.230000000000004,201
106,70,55.010000000000005,185
106,119,104.24,-330
106,120,70.55,-293
106,121,68.23,-286
106,122,62.95,-282
106,123,63.95,-237
106,124,58.31999999999999,-224
106,125,66.03,-228
106,126,68.23,-185
106,127,68.23,-195
106,128,68.23,-132
106,129,69.37,-134
106,130,66.03,-64
106,131,67.11,-52
106,132,68.23,8
106,134,55.81,-217
106,135,55.81,-214
106,136,53.47,-175
106,137,53.47,-168
106,138,52.0,-168
106,139,55.010000000000005,-70
106,140,44.4,-70
106,141,53.47,-31
106,142,52.730000000000004,-23
106,143,56.629999999999995,-24
106,144,54.230000000000004,49
106,145,55.010000000000005,113
106,146,53.47,110
106,147,52.0,181
106,148,54.230000000000004,180
106,149,53.47,205
106,150,45.54,209
106,151,55.81,210
106,152,52.0,203
106,153,55.81,210
106,154,51.29,203
106,156,52.0,205
106,157,52.730000000000004,207
106,158,55.010000000000005,210
106,159,52.0,206
105,128,64.97,-318
105,129,55.81,-280
105,131,58.31999999999999,-248
105,132,59.2,-252
105,133,55.010000000000005,-214
105,134,55.010000000000005,-216
105,135,51.29,-175
105,136,53.47,-177
105,137,55.81,-112
105,138,55.010000000000005,-112
105,139,55.81,-42
105,140,55.81,-41
105,141,55.81,13
105,142,55.010000000000005,6
105,143,54.230000000000004,83
105,144,44.96,79
105,145,55.010000000000005,142
105,146,48.6,147
105,147,50.59,193
105,148,55.81,196
105,149,50.59,219
105,150,49.91,227
105,151,53.47,222
105,152,49.91,220
105,153,39.32,228
105,154,49.91,217
105,155,45.54,227
105,156,49.91,220
105,159,53.47,223
104,131,58.31999999999999,-254
104,132,58.31999999999999,-251
104,133,55.010000000000005,-219
104,134,55.81,-194
104,135,46.12,-194
104,136,49.25,-155
104,137,42.77,-147
104,138,54.230000000000004,-87
104,139,54.230000000000004,-31
104,140,54.230000000000004,-38
104,141,52.0,13
104,142,54.230000000000004,8
104,143,57.459999999999994,90
104,144,52.0,83
104,145,53.47,151
104,146,54.230000000000004,145
104,147,55.010000000000005,197
104,148,55.81,200
104,151,53.47,227
104,153,54.230000000000004,225
104,154,55.010000000000005,229
104,155,55.010000000000005,228
104,156,51.29,227
104,157,55.010000000000005,228
104,159,49.91,229
103,130,59.2,-270
103,132,57.459999999999994,-228
103,133,56.629999999999995,-222
103,134,54.230000000000004,-184
103,135,52.0,-182
103,137,55.81,-118
103,138,54.230000000000004,-126
103,140,54.230000000000004,8
103,141,55.81,13
103,142,44.4,81
103,143,53.47,77
103,144,53.47,140
103,145,38.86,139
103,146,47.33,182
103,147,49.91,193
103,148,45.54,224
103,149,51.29,226
103,152,43.84,252
103,155,55.010000000000005,250
103,157,48.6,254
103,158,51.29,246
103,159,49.25,252
102,128,59.2,-271
102,130,54.230000000000004,-233
102,131,57.459999999999994,-236
102,132,45.54,-201
102,133,53.47,-187
102,134,55.010000000000005,-191
102,135,45.54,-106
102,136,52.0,-111
102,137,49.91,-107
102,138,54.230000000000004,-19
102,139,54.230000000000004,-22
102,140,51.29,54
102,141,47.96,61
102,142,55.81,62
102,143,52.0,142
102,144,49.25,153
102,145,51.29,192
102,146,52.0,194
102,147,55.010000000000005,229
102,151,53.47,251
102,152,57.459999999999994,257
102,155,56.629999999999995,256
102,156,51.29,251
102,157,51.29,257
102,158,52.0,251
102,159,56.629999999999995,258
101,126,61.03,-286
101,127,58.31999999999999,-282
101,128,49.91,-250
101,129,56.629999999999995,-242
101,130,56.629999999999995,-216
101,131,55.81,-215
101,132,52.0,-184
101,133,53.47,-182
101,134,55.81,-130
101,135,43.84,-125
101,136,54.230000000000004,-58
101,137,55.010000000000005,-53
101,138,53.47,9
101,139,54.230000000000004,17
101,140,54.230000000000004,84
101,141,51.29,100
101,142,51.29,91
101,143,46.12,177
101,144,53.47,178
101,145,51.29,204
101,146,44.96,208
101,148,52.730000000000004,244
101,151,52.730000000000004,268
101,152,18.96,223
101,153,51.29,264
101,158,44.4,275
101,159,46.72,265
100,124,57.459999999999994,-310
100,125,59.2,-286
100,127,58.31999999999999,-252
100,128,56.629999999999995,-250
100,130,55.010000000000005,-215
100,131,43.3,-184
100,132,53.47,-169
100,133,52.730000000000004,-162
100,134,53.47,-98
100,135,44.96,-89
100,136,53.47,-20
100,137,52.0,-12
100,138,53.47,47
100,139,50.59,57
100,140,53.47,118
100,141,42.77,124
100,143,48.6,179
100,144,49.91,212
100,145,50.59,206
100,146,54.230000000000004,248
100,147,48.6,242
100,148,22.939999999999998,230
100,149,55.010000000000005,273
100,154,23.159999999999997,262
100,159,60.099999999999994,307
99,70,22.520000000000003,198
99,129,54.230000000000004,-234
99,131,55.010000000000005,-199
99,133,40.26,-152
99,134,54.230000000000004,-92
99,135,53.47,-99
99,136,52.0,-13
99,137,51.29,-13
99,138,47.33,-7
99,139,51.29,92
99,141,49.25,146
99,142,49.25,139
99,143,52.730000000000004,194
99,144,53.47,195
99,147,53.47,256
99,150,44.96,268
99,152,58.31999999999999,289
99,154,21.9,243
99,155,46.12,268
99,157,58.31999999999999,290
99,158,59.2,289
99,159,58.31999999999999,290
98,125,58.31999999999999,-265
98,126,55.81,-237
98,127,57.459999999999994,-240
98,128,51.29,-201
98,129,54.230000000000004,-205
98,130,43.3,-170
98,131,48.6,-173
98,132,43.84,-99
98,133,53.47,-104
98,135,46.72,-23
98,136,53.47,42
98,137,53.47,40
98,138,55.81,50
98,139,49.91,147
98,140,42.77,154
98,141,52.730000000000004,178
98,142,39.78,182
98,143,50.59,217
98,144,49.91,222
98,145,54.230000000000004,254
98,146,54.230000000000004,252
98,147,57.459999999999994,292
98,148,22.310000000000002,245
98,152,47.96,289
97,70,20.549999999999997,210
97,124,58.31999999999999,-262
97,125,58.31999999999999,-263
97,126,55.81,-240
97,128,55.010000000000005,-221
97,129,49.25,-182
97,130,53.47,-185
97,131,40.26,-138
97,132,52.0,-143
97,134,50.59,-64
97,136,53.47,11
97,137,51.29,77
97,138,41.23,91
97,139,52.0,163
97,140,44.96,168
97,141,48.6,184
97,142,49.91,180
97,143,54.230000000000004,225
97,144,50.59,220
97,145,56.629999999999995,256
97,146,45.54,251
97,147,56.629999999999995,290
97,154,52.0,300
96,121,58.31999999999999,-298
96,122,59.2,-292
96,123,57.459999999999994,-254
96,124,56.629999999999995,-235
96,125,55.010000000000005,-236
96,126,55.010000000000005,-209
96,129,51.29,-185
96,130,47.96,-107
96,131,53.47,-79
96,132,51.29,-73
96,133,51.29,-13
96,134,44.4,-5
96,135,52.730000000000004,73
96,136,54.230000000000004,79
96,137,50.59,69
96,138,38.86,167
96,139,55.010000000000005,171
96,140,48.6,203
96,141,50.59,207
96,142,48.6,210
96,143,49.25,247
96,144,50.59,250
96,146,57.459999999999994,284
96,147,21.700000000000003,234
96,148,48.6,291
95,123,55.010000000000005,-248
95,124,55.81,-244
95,125,55.010000000000005,-247
95,126,47.33,-208
95,127,54.230000000000004,-189
95,128,47.96,-194
95,129,41.23,-135
95,130,48.6,-147
95,132,54.230000000000004,-76
95,133,51.29,-7
95,134,54.230000000000004,1
95,135,49.91,70
95,136,48.6,74
95,137,53.47,146
95,138,48.6,143
95,141,49.91,208
95,142,47.96,212
95,143,52.730000000000004,252
95,144,52.0,250
95,145,20.92,231
95,146,52.0,279
95,147,48.6,292
94,122,55.010000000000005,-232
94,123,55.010000000000005,-236
94,124,52.0,-199
94,125,52.730000000000004,-199
94,126,49.25,-173
94,127,45.54,-169
94,128,51.29,-117
94,129,46.12,-111
94,130,52.0,-42
94,131,51.29,-39
94,132,49.91,33
94,133,47.33,31
94,134,54.230000000000004,103
94,135,47.96,95
94,136,41.74,174
94,137,48.6,174
94,138,49.25,167
94,141,50.59,244
94,142,52.0,242
94,143,56.629999999999995,286
93,71,42.77,95
93,121,57.459999999999994,-283
93,125,54.230000000000004,-199
93,126,54.230000000000004,-194
93,127,52.730000000000004,-141
93,128,46.12,-133
93,129,53.47,-67
93,130,51.29,-66
93,131,50.59,0
93,132,52.0,0
93,133,53.47,0
93,134,53.47,73
93,135,53.47,87
93,136,53.47,140
93,137,52.730000000000004,172
93,138,52.730000000000004,186
93,139,52.0,198
93,140,52.0,228
93,141,53.47,229
93,142,53.47,246
93,144,56.629999999999995,283
93,145,21.509999999999998,268
92,119,55.010000000000005,-256
92,120,55.81,-256
92,121,54.230000000000004,-226
92,122,54.230000000000004,-224
92,123,51.29,-184
92,124,52.0,-171
92,125,52.730000000000004,-171
92,126,52.730000000000004,-171
92,127,52.0,-108
92,128,52.730000000000004,-107
92,129,52.0,-9
92,130,52.0,-15
92,131,52.0,-16
92,132,51.29,54
92,133,51.29,128
92,134,51.29,127
92,135,51.29,184
92,136,52.0,182
92,137,52.0,182
92,138,51.29,227
92,139,51.29,228
92,140,51.29,228
92,141,55.010000000000005,268
92,142,55.010000000000005,268
92,143,21.700000000000003,269
91,117,59.2,-298
91,118,59.2,-299
91,119,56.629999999999995,-267
91,120,56.629999999999995,-266
91,121,52.730000000000004,-218
91,122,53.47,-219
91,123,53.47,-175
91,124,52.0,-175
91,125,52.730000000000004,-144
91,126,53.47,-142
91,127,53.47,-102
91,128,53.47,-102
91,129,52.0,-5
91,130,53.47,-5
91,131,53.47,50
91,132,52.0,67
91,133,52.0,66
91,134,52.0,136
91,135,52.0,156
91,136,52.0,188
91,137,52.0,188
91,138,52.730000000000004,236
91,139,52.730000000000004,236
91,140,55.010000000000005,271
91,141,54.230000000000004,269
91,142,55.010000000000005,272
90,118,55.010000000000005,-264
90,119,56.629999999999995,-259
90,120,55.81,-260
90,121,54.230000000000004,-218
90,122,54.230000000000004,-219
90,123,54.230000000000004,-218
90,124,52.0,-176
90,125,52.0,-142
90,126,52.730000000000004,-134
90,127,52.730000000000004,-101
90,128,52.730000000000004,-102
90,129,52.0,9
90,130,52.0,4
90,131,52.0,10
90,132,52.0,100
90,133,51.29,103
90,134,51.29,173
90,135,52.0,170
90,136,52.0,171
90,137,52.0,198
90,138,51.29,219
90,139,55.010000000000005,265
90,140,55.010000000000005,265
90,141,55.010000000000005,266
90,142,57.459999999999994,305
89,71,39.78,214
89,117,55.81,-274
89,118,53.47,-237
89,119,54.230000000000004,-235
89,120,52.0,-201
89,121,51.29,-188
89,122,52.0,-185
89,123,49.25,-129
89,124,49.25,-118
89,125,51.29,-111
89,126,51.29,-35
89,127,49.91,-37
89,128,50.59,-31
89,129,51.29,69
89,130,49.91,74
89,131,47.33,129
89,132,49.91,138
89,133,48.6,178
89,134,41.74,183
89,135,49.25,220
89,136,50.59,223
89,137,52.730000000000004,258
89,138,47.96,258
89,140,55.81,288
89,141,21.700000000000003,260
88,115,55.81,-280
88,116,55.010000000000005,-249
88,117,54.230000000000004,-252
88,118,55.010000000000005,-253
88,119,53.47,-223
88,120,51.29,-185
88,121,51.29,-185
88,122,51.29,-185
88,123,50.59,-111
88,124,48.6,-110
88,125,45.54,-54
88,126,52.0,-4
88,127,50.59,-9
88,128,49.91,-4
88,129,47.33,96
88,130,45.54,111
88,131,47.96,104
88,132,47.96,174
88,133,47.96,172
88,134,47.33,209
88,135,50.59,233
88,136,50.59,235
88,138,51.29,260
88,143,22.310000000000002,281
87,115,52.0,-244
87,116,54.230000000000004,-238
87,117,54.230000000000004,-238
87,118,52.730000000000004,-215
87,119,52.0,-204
87,120,52.0,-204
87,121,50.59,-168
87,122,50.59,-129
87,123,50.59,-101
87,124,50.59,-61
87,125,50.59,-30
87,126,50.59,-30
87,127,50.59,43
87,128,50.59,68
87,129,50.59,76
87,130,49.25,161
87,131,49.25,161
87,132,49.25,161
87,133,49.91,193
87,134,50.59,227
87,135,50.59,227
87,136,52.730000000000004,266
87,137,55.81,284
87,138,20.18,228
87,139,20.740000000000002,276
86,113,55.81,-278
86,114,51.29,-241
86,115,52.0,-242
86,116,53.47,-216
86,117,52.0,-198
86,118,49.91,-196
86,119,50.59,-168
86,120,48.6,-145
86,121,49.91,-112
86,122,49.25,-111
86,123,50.59,-24
86,124,43.3,3
86,125,50.59,0
86,126,38.86,54
86,127,46.12,81
86,128,47.96,86
86,129,49.25,160
86,130,50.59,161
86,131,47.33,194
86,132,48.6,193
86,133,49.91,212
86,134,49.91,245
86,135,46.12,249
86,138,20.549999999999997,245
85,113,52.0,-246
85,114,52.0,-242
85,116,52.0,-212
85,117,49.91,-183
85,118,47.33,-184
85,119,49.91,-139
85,120,47.33,-135
85,121,50.59,-135
85,122,49.25,-32
85,123,49.25,-32
85,124,49.25,-24
85,125,49.25,39
85,126,49.25,40
85,127,48.6,124
85,128,49.25,124
85,129,49.25,126
85,130,48.6,179
85,131,48.6,179
85,132,49.91,229
85,133,49.91,230
85,134,49.25,230
85,135,53.47,268
85,136,19.82,235
85,137,25.97,294
84,111,53.47,-285
84,112,55.81,-285
84,113,53.47,-241
84,114,52.730000000000004,-234
84,115,53.47,-235
84,116,51.29,-196
84,117,51.29,-197
84,118,51.29,-197
84,119,49.91,-151
84,120,49.91,-101
84,121,49.91,-88
84,122,50.59,-76
84,123,49.91,-20
84,124,50.59,-18
84,125,49.25,59
84,126,49.91,60
84,127,48.6,117
84,128,48.6,118
84,129,49.25,185
84,130,49.25,185
84,131,49.25,215
84,132,49.25,215
84,133,18.62,180
84,134,52.0,267
84,135,52.730000000000004,267
84,136,19.64,252
83,111,53.47,-249
83,112,52.0,-248
83,113,50.59,-213
83,114,52.730000000000004,-214
83,115,49.91,-176
83,116,49.91,-178
83,117,50.59,-179
83,118,50.59,-115
83,119,48.6,-96
83,120,49.91,-98
83,121,49.91,-11
83,122,49.25,-15
83,123,49.91,0
83,124,49.25,69
83,125,49.25,110
83,126,49.25,111
83,127,49.25,169
83,128,48.6,170
83,129,48.6,170
83,130,48.6,204
83,131,48.6,204
83,132,49.91,236
83,133,50.59,236
83,134,53.47,276
83,135,19.64,260
82,111,53.47,-253
82,112,50.59,-217
82,113,52.0,-223
82,115,49.91,-182
82,116,49.25,-154
82,117,49.25,-157
82,118,49.25,-91
82,119,49.25,-94
82,120,49.91,-94
82,121,49.91,-31
82,122,49.25,45
82,123,49.25,44
82,124,49.25,44
82,125,49.25,121
82,126,48.6,122
82,127,49.25,167
82,128,49.25,167
82,129,49.91,217
82,130,49.91,219
82,131,49.91,219
82,132,18.62,211
82,133,54.230000000000004,270
82,134,19.64,247
81,109,53.47,-252
81,110,53.47,-256
81,111,52.0,-240
81,112,51.29,-204
81,113,50.59,-194
81,114,51.29,-189
81,115,51.29,-188
81,116,50.59,-150
81,117,50.59,-150
81,118,49.25,-62
81,119,49.91,-53
81,120,49.91,-11
81,121,49.25,-8
81,122,49.25,22
81,123,48.6,70
81,124,48.6,142
81,125,48.6,148
81,126,48.6,148
81,127,47.96,179
81,128,47.96,180
81,129,47.96,204
81,130,18.3,166
81,131,50.59,247
81,132,50.59,247
81,133,53.47,280
81,134,54.230000000000004,280
80,108,52.0,-257
80,109,52.730000000000004,-256
80,110,52.0,-244
80,111,51.29,-219
80,112,49.91,-179
80,113,49.25,-168
80,114,49.25,-168
80,115,49.25,-106
80,116,49.25,-105
80,117,49.25,-105
80,118,48.6,-24
80,119,49.25,-20
80,120,49.25,-20
80,121,48.6,76
80,122,48.6,77
80,123,48.6,78
80,124,47.96,156
80,125,48.6,168
80,126,47.96,179
80,127,48.6,209
80,128,47.96,210
80,129,47.96,211
80,130,51.29,252
80,131,51.29,252
80,132,54.230000000000004,279
80,133,54.230000000000004,279
79,106,52.730000000000004,-290
79,107,52.0,-248
79,108,53.47,-247
79,109,52.0,-226
79,110,52.0,-225
79,111,50.59,-185
79,112,50.59,-188
79,113,49.91,-152
79,114,49.91,-153
79,115,49.25,-101
79,116,49.91,-90
79,117,49.91,-38
79,118,49.91,-27
79,119,49.91,34
79,120,49.91,33
79,121,49.25,96
79,122,49.25,96
79,123,49.25,97
79,124,48.6,163
79,125,48.6,191
79,126,47.96,193
79,127,48.6,193
79,128,49.25,234
79,129,49.25,235
79,130,53.47,276
79,131,52.730000000000004,277
79,132,52.730000000000004,278
78,108,51.29,-234
78,109,52.0,-233
78,110,49.91,-191
78,111,49.91,-191
78,112,49.91,-191
78,113,49.25,-141
78,114,48.6,-142
78,115,49.25,-60
78,116,49.25,-57
78,117,49.25,-57
78,118,49.25,22
78,119,49.25,24
78,120,49.25,24
78,121,48.6,101
78,122,49.25,102
78,123,47.96,177
78,124,47.96,177
78,125,48.6,177
78,126,47.33,203
78,127,49.25,235
78,128,49.91,235
78,129,49.91,256
78,130,53.47,277
78,131,52.730000000000004,277
77,104,54.230000000000004,-289
77,105,52.0,-260
77,106,51.29,-247
77,107,51.29,-232
77,108,52.0,-232
77,109,51.29,-231
77,110,49.91,-183
77,111,49.91,-185
77,112,48.6,-157
77,113,49.25,-154
77,114,49.25,-75
77,115,49.25,-74
77,116,49.25,-22
77,117,49.25,-25
77,118,48.6,43
77,119,48.6,41
77,120,48.6,41
77,121,48.6,111
77,122,48.6,110
77,123,48.6,110
77,124,48.6,166
77,125,48.6,166
77,126,48.6,203
77,127,48.6,203
77,128,49.91,231
77,129,52.0,261
77,130,52.0,261
77,132,20.0,269
